[20:06:37] [main/INFO]: ModLauncher running: args [--username, Volixia666, --version, forge-47.2.0, --gameDir, C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2), --assetsDir, C:\Users\olivi\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, c5e41b1aa38e4d12a80578b67734a038, --accessToken, ????????, --clientId, NTQwNjViMDUtZDkzNy00M2U1LWIzMTQtNWFkYWVlNTExNDIx, --xuid, 2535421912994388, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\olivi\curseforge\minecraft\Install\quickPlay\java\1713143194986.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:06:37] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:06:39] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:06:39] [main/INFO]: Trying GL version 4.6
[20:06:39] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:06:39] [main/INFO]: Redirector CoreMod initialized successfully!
[20:06:39] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.99, NVIDIA Corporation
[20:06:39] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 0 skipped entries ...
[20:06:39] [main/INFO]: ? No need to update client side mods config file C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\config\adaptive_performance_tweaks\client_side_mods.list
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 3 skipped entries ...
[20:06:39] [main/INFO]: [Mod Optimizer] ? init with game dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2) and mods dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for target CLIENT
[20:06:39] [main/INFO]: [Mod Optimizer] ? Optimizing Duplicated Mods ...
[20:06:39] [main/INFO]: [Duplicated Mods] checking ~212 mods in C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for duplication with file extension .jar ...
[20:06:51] [main/WARN]: Error loading class: dev/shadowsoffire/apotheosis/adventure/affix/socket/SocketingRecipe (java.lang.ClassNotFoundException: dev.shadowsoffire.apotheosis.adventure.affix.socket.SocketingRecipe)
[20:06:51] [main/WARN]: @Mixin target dev.shadowsoffire.apotheosis.adventure.affix.socket.SocketingRecipe was not found skilltree.mixins.json:apotheosis/SocketingRecipeMixin
[20:06:51] [main/WARN]: Error loading class: dev/shadowsoffire/apotheosis/adventure/affix/socket/gem/bonus/AttributeBonus (java.lang.ClassNotFoundException: dev.shadowsoffire.apotheosis.adventure.affix.socket.gem.bonus.AttributeBonus)
[20:06:51] [main/WARN]: @Mixin target dev.shadowsoffire.apotheosis.adventure.affix.socket.gem.bonus.AttributeBonus was not found skilltree.mixins.json:apotheosis/AttributeBonusMixin
[20:06:51] [main/WARN]: Error loading class: dev/shadowsoffire/apotheosis/adventure/affix/socket/gem/bonus/EnchantmentBonus (java.lang.ClassNotFoundException: dev.shadowsoffire.apotheosis.adventure.affix.socket.gem.bonus.EnchantmentBonus)
[20:06:51] [main/WARN]: @Mixin target dev.shadowsoffire.apotheosis.adventure.affix.socket.gem.bonus.EnchantmentBonus was not found skilltree.mixins.json:apotheosis/EnchantmentBonusMixin
[20:06:51] [main/WARN]: Error loading class: dev/shadowsoffire/apotheosis/adventure/client/AdventureModuleClient (java.lang.ClassNotFoundException: dev.shadowsoffire.apotheosis.adventure.client.AdventureModuleClient)
[20:06:51] [main/WARN]: @Mixin target dev.shadowsoffire.apotheosis.adventure.client.AdventureModuleClient was not found skilltree.mixins.json:apotheosis/AdventureModuleClientMixin
[20:06:51] [main/INFO]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[20:06:52] [main/INFO]: Smooth Boot (Reloaded) config initialized
[20:06:52] [main/INFO]: Redirecting net/minecraft/client/telemetry/TelemetryProperty$ServerType
[20:06:52] [main/WARN]: Static binding violation: PRIVATE @Overwrite method m_216202_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagOrElementLocationMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[20:06:52] [main/INFO]: Redirecting net/minecraft/client/telemetry/TelemetryProperty$GameMode
[20:06:52] [main/INFO]: Redirecting net/minecraft/util/Unit
[20:06:52] [main/INFO]: Redirecting net/minecraft/ChatFormatting
[20:06:52] [main/INFO]: Redirecting net/minecraft/util/datafix/DataFixTypes
[20:06:52] [main/INFO]: Redirecting net/minecraft/client/User$Type
[20:06:52] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[20:06:52] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[20:06:53] [main/INFO]: Redirecting net/minecraft/Util$OS
[20:06:53] [pool-4-thread-1/INFO]: ModernFix reached bootstrap stage (18.13 s after launch)
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/Util$IdentityStrategy
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Holder$Reference$Type
[20:06:53] [pool-4-thread-1/WARN]: @Final field delegatesByName:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[20:06:53] [pool-4-thread-1/WARN]: @Final field delegatesByValue:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[20:06:53] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into getOpacityIfCached from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[20:06:53] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into getNeighborPathNodeType from com.abdelaziz.canary.mixin.ai.pathing.BlockStateBaseMixin
[20:06:53] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into getPathNodeType from com.abdelaziz.canary.mixin.ai.pathing.BlockStateBaseMixin
[20:06:53] [pool-4-thread-1/INFO]: Injecting BlockStateBase cache population hook into isConditionallyFullOpaque from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Direction
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Direction$AxisDirection
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Direction$Axis
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Direction$Plane
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/FrontAndTop
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/AttachFace
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/BellAttachType
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/WallSide
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/RedstoneSide
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/DoubleBlockHalf
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/Half
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/RailShape
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/BedPart
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/ChestType
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/ComparatorMode
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/DoorHingeSide
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/NoteBlockInstrument
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/NoteBlockInstrument$Type
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/PistonType
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/SlabType
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/StairsShape
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/StructureMode
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/BambooLeaves
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/Tilt
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/DripstoneThickness
[20:06:53] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/properties/SculkSensorPhase
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/material/PushReaction
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/state/BlockBehaviour$OffsetType
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/pathfinder/PathComputationType
[20:06:54] [pool-4-thread-1/INFO]: Vanilla bootstrap took 1171 milliseconds
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraftforge/network/NetworkDirection
[20:06:54] [pool-4-thread-1/WARN]: @ModifyConstant conflict. Skipping xlpackets.mixins.json:SCustomPayloadPacketMixin->@ModifyConstant::xlPackets(I)I with priority 1000, already redirected by packetfixer-common.mixins.json:ClientboundCustomPayloadPacketMixin->@ModifyConstant::newSize(I)I with priority 9999
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/DyeColor
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/util/ByIdMap$OutOfBoundsStrategy
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/AxisCycle
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/effect/MobEffectCategory
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/ai/attributes/AttributeModifier$Operation
[20:06:54] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[20:06:54] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/PressurePlateBlock$Sensitivity
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/MultifaceSpreader$SpreadType
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/InteractionHand
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/InteractionResult
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/biome/Biome$Precipitation
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/mehvahdjukaar/amendments/reg/ModBlockProperties$SignAttachment
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/mehvahdjukaar/amendments/reg/ModBlockProperties$BlockAttachment
[20:06:54] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/SkullBlock$Types
[20:06:55] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/block/WeatheringCopper$WeatherState
[20:06:55] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/Rarity
[20:06:55] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/vehicle/AbstractMinecart$Type
[20:06:55] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/MobCategory
[20:06:55] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/ai/goal/Goal$Flag
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/Pose
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/animal/sniffer/Sniffer$State
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/ArmorItem$Type
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/EquipmentSlot
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/EquipmentSlot$Type
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/entity/vehicle/Boat$Type
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/ArmorMaterials
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/Tiers
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/network/protocol/game/ClientboundPlayerInfoUpdatePacket$Action
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/enchantment/Enchantment$Rarity
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/enchantment/ProtectionEnchantment$Type
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/enchantment/EnchantmentCategory
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/scores/criteria/ObjectiveCriteria$RenderType
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/Heightmap$Types
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/Heightmap$Usage
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/chunk/ChunkStatus$ChunkType
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/crafting/CraftingBookCategory
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/crafting/CookingBookCategory
[20:06:56] [pool-4-thread-1/INFO]: Redirecting net/minecraft/core/Holder$Kind
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/placement/CaveSurface
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/placement/StructurePlacement$FrequencyReductionMethod
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/placement/RandomSpreadType
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/StructureSpawnOverride$BoundingBoxType
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/GenerationStep$Decoration
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/TerrainAdjustment
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/structures/MineshaftStructure$Type
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/structures/OceanRuinStructure$Type
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/structures/RuinedPortalPiece$VerticalPlacement
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/GenerationStep$Carving
[20:06:57] [pool-4-thread-1/WARN]: Static binding violation: PRIVATE @Overwrite method m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[20:06:57] [pool-4-thread-1/WARN]: Method overwrite conflict for m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin, previously written by com.abdelaziz.saturn.mixin.leaks.biome_temperature_cache.BiomeMixin. Skipping method.
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/biome/Biome$TemperatureModifier
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/biome/BiomeSpecialEffects$GrassColorModifier
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/SurfaceRules$Temperature
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/SurfaceRules$Steep
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/SurfaceRules$Hole
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/SurfaceRules$AbovePreliminarySurface
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/SurfaceRules$Bandlands
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$BlendAlpha
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$BlendOffset
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$BeardifierMarker
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$Marker$Type
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$WeirdScaledSampler$RarityValueMapper
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$Mapped$Type
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/DensityFunctions$TwoArgumentSimpleFunction$Type
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/level/levelgen/structure/pools/StructureTemplatePool$Projection
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/CreativeModeTab$Row
[20:06:57] [pool-4-thread-1/INFO]: Redirecting net/minecraft/world/item/CreativeModeTab$Type
[20:06:57] [main/INFO]: Redirecting com/mojang/blaze3d/vertex/VertexFormatElement$Type
[20:06:57] [main/INFO]: Redirecting com/mojang/blaze3d/vertex/VertexFormatElement$Usage
[20:06:57] [main/INFO]: Redirecting com/mojang/blaze3d/vertex/VertexFormat$Mode
[20:06:57] [main/INFO]: Redirecting net/minecraft/client/renderer/RenderType$OutlineProperty
[20:06:57] [Render thread/INFO]: Redirecting com/mojang/blaze3d/vertex/VertexFormat$IndexType
[20:06:57] [Render thread/INFO]: Redirecting com/mojang/blaze3d/shaders/FogShape
[20:06:57] [Render thread/INFO]: Redirecting net/minecraft/client/InputType
[20:06:57] [Render thread/INFO]: Redirecting net/minecraft/server/packs/PackType
[20:06:58] [Render thread/WARN]: Assets URL 'union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23580!/assets/.mcassetsroot' uses unexpected schema
[20:06:58] [Render thread/WARN]: Assets URL 'union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23580!/data/.mcassetsroot' uses unexpected schema
[20:06:58] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[20:06:58] [Render thread/INFO]: Setting user: Volixia666
[20:06:58] [Render thread/INFO]: Bypassed Mojang DFU
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/sounds/SoundSource
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/OptionInstance$UnitDouble
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/CloudStatus
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/GraphicsStatus
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/PrioritizeChunkUpdates
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/world/entity/player/ChatVisiblity
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/world/entity/player/PlayerModelPart
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/world/entity/HumanoidArm
[20:06:58] [Render thread/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Lnet/minecraft/client/GuiMessageTag;)V
[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = , stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn 
[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\r, stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn \\r
[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = 
, stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 2
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn 

[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\n, stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 3
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn \\n
[20:06:58] [Render thread/INFO]:   BeforeConstant found CLASS constant: value = Ljava/lang/String;, typeValue = null
[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [{}] [CHAT] {}, stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 4
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn [{}] [CHAT] {}
[20:06:58] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [CHAT] {}, stringValue = null
[20:06:58] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 5
[20:06:58] [Render thread/INFO]:       BeforeConstant found LdcInsn [CHAT] {}
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/AttackIndicatorStatus
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/tutorial/TutorialSteps
[20:06:58] [Render thread/INFO]: Redirecting net/minecraftforge/client/settings/KeyModifier
[20:06:58] [Render thread/INFO]: Redirecting com/mojang/blaze3d/platform/InputConstants$Type
[20:06:58] [Render thread/INFO]: Redirecting net/minecraftforge/client/settings/KeyConflictContext
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/CameraType
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/ParticleStatus
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/client/NarratorStatus
[20:06:58] [Render thread/INFO]: Redirecting net/blay09/mods/defaultoptions/api/DefaultOptionsCategory
[20:06:58] [Render thread/INFO]: Redirecting net/blay09/mods/defaultoptions/api/DefaultOptionsLoadStage
[20:06:58] [Render thread/INFO]: Loaded default options for extra-folder
[20:06:58] [Render thread/INFO]: Loaded config for: farsight.json
[20:06:58] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 build 7
[20:06:58] [Render thread/INFO]: Loaded client.properties
[20:06:58] [Render thread/INFO]: Redirecting net/minecraft/util/ModCheck$Confidence
[20:06:58] [Render thread/WARN]: Applying workaround: Prevent the NVIDIA OpenGL driver from using broken optimizations (NVIDIA_THREADED_OPTIMIZATIONS)
[20:06:58] [Render thread/INFO]: Redirecting me/jellysquid/mods/sodium/client/gui/SodiumGameOptions$GraphicsQuality
[20:06:58] [Render thread/INFO]: OpenGL Vendor: NVIDIA Corporation
[20:06:58] [Render thread/INFO]: OpenGL Renderer: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2
[20:06:58] [Render thread/INFO]: OpenGL Version: 4.6.0 NVIDIA 536.99
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$FullScreenMode
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$FPSDisplayMode
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$FPSDisplayGravity
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$FPSDisplaySystemMode
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$ChunkFadeSpeed
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$DarknessMode
[20:06:58] [Render thread/INFO]: Redirecting toni/embeddiumextras/EmbyConfig$AttachMode
[20:06:58] [Render thread/WARN]: Loading Embeddium++Config
[20:06:58] [Render thread/INFO]: Updating config cache
[20:06:58] [Render thread/INFO]: Cache updated successfully
[20:06:58] [Render thread/INFO]: Initializing ImmediatelyFast 1.2.11+1.20.4 on NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 (NVIDIA Corporation) with OpenGL 4.6.0 NVIDIA 536.99
[20:06:58] [Render thread/INFO]: Redirecting com/mojang/blaze3d/platform/IconSet
[20:06:58] [Render thread/INFO]: Redirecting com/mojang/blaze3d/platform/NativeImage$Format
[20:06:59] [Render thread/INFO]: Redirecting com/mojang/blaze3d/pipeline/MainTarget$AttachmentState
[20:06:59] [Render thread/INFO]: Redirecting com/mojang/blaze3d/platform/GlStateManager$Viewport
[20:06:59] [modloading-worker-0/INFO]: Loaded maxhealthfix for Forge.
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/nyfaria/nyfsquiver/items/QuiverType
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/endertech/minecraft/forge/core/AbstractForgeMod$RequiredSide
[20:06:59] [modloading-worker-0/INFO]: Thanks for using Adaptive Performance Tweaks: Core (https://www.curseforge.com/minecraft/mc-mods/adaptive-performance-tweaks-core). I hope you enjoy the mod. :)
[20:06:59] [modloading-worker-0/INFO]: [APTweaks:Core] Adding time measurement event listener ...
[20:06:59] [modloading-worker-0/INFO]: Redirecting com/nyfaria/nyfsquiver/config/Anchor
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/commands/Commands$CommandSelection
[20:06:59] [modloading-worker-0/INFO]: Redirecting dev/ftb/mods/ftbessentials/util/FTBEPlayerData$RecordingStatus
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/TickEvent$Phase
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/event/TickEvent$Type
[20:06:59] [modloading-worker-0/INFO]: Register Adaptive Performance Tweaks: Core common config ...
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraft/world/Difficulty
[20:06:59] [modloading-worker-0/INFO]: Redirecting dev/architectury/networking/NetworkManager$Side
[20:06:59] [modloading-worker-0/INFO]: Redirecting dev/architectury/utils/Env
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/minecraftforge/common/world/BiomeModifier$Phase
[20:06:59] [modloading-worker-0/INFO]: Redirecting de/markusbordihn/adaptiveperformancetweakscore/server/ServerLoad$ServerLoadLevel
[20:06:59] [modloading-worker-0/INFO]: Redirecting de/markusbordihn/adaptiveperformancetweakscore/server/ServerLevelLoad$ServerLevelLoadLevel
[20:06:59] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/gameObjs/EnumFuelType
[20:06:59] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/gameObjs/EnumCollectorTier
[20:06:59] [modloading-worker-0/INFO]: Redirecting fuzs/puzzleslib/api/core/v1/ContentRegistrationFlags
[20:06:59] [modloading-worker-0/INFO]: Detected Rubidium from Embeddium. Disabling safeguard.
[20:06:59] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[20:06:59] [modloading-worker-0/INFO]: Redirecting moze_intel/projecte/gameObjs/EnumMatterType
[20:06:59] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[20:06:59] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbessentials:update_tab_name
[20:06:59] [modloading-worker-0/INFO]: Redirecting net/blay09/mods/balm/api/event/TickPhase
